project_id,constituency,work_description,vendor_id,vendor_bank_acc,vendor_ip_address,sanctioned_amount_inr,invoiced_amount_inr,latitude,longitude,sanction_date,is_fraud_label,anomaly_reason
MPLAD_2026_10488,Nagpur,Supply of Benches to Public Park,VEND_1030,BANK_ACC_10851,192.168.1.171,1704897,6209590,18.44635,73.752871,2025-12-10,1,Price Inflation Outlier
MPLAD_2026_10489,Satara,Public Library Building,VEND_1023,BANK_ACC_95181,192.168.1.222,1827780,1827780,18.490929,73.709287,2025-06-16,0,None
MPLAD_2026_10490,Pune,Supply of Benches to Public Park,VEND_1033,BANK_ACC_54597,192.168.1.76,1347122,1347122,18.452663,73.80887,2025-12-02,0,None
MPLAD_2026_10491,Sangli,Concrete Road Construction,VEND_1037,BANK_ACC_54118,192.168.1.61,526474,526474,18.475266,73.881448,2025-07-01,0,None
MPLAD_2026_10492,Thane,Concrete Road Construction,VEND_1031,BANK_ACC_30926,192.168.1.60,2222116,2222116,18.40132,73.876407,2025-04-29,0,None
MPLAD_2026_10493,Pune,Public Library Building,VEND_1017,BANK_ACC_40495,192.168.1.143,1087167,1087167,18.431471,73.820404,2025-12-06,0,None
MPLAD_2026_10494,Satara,Drinking Water Pipeline Installation,VEND_1021,BANK_ACC_83563,192.168.1.160,675376,675376,18.495763,73.742141,2025-07-31,0,None
MPLAD_2026_10495,Pune,Installation of Solar Streetlights,VEND_1002,BANK_ACC_13278,192.168.1.93,736389,736389,28.614454,77.111182,2025-05-14,1,GPS Geofence Violation
MPLAD_2026_10496,Satara,Public Library Building,VEND_1025,BANK_ACC_64987,192.168.1.149,278098,278098,18.545595,73.864261,2025-04-22,0,None
MPLAD_2026_10497,Sangli,Public Library Building,VEND_1030,BANK_ACC_10851,192.168.1.171,2220263,2220263,18.566073,73.820168,2025-04-05,0,None
MPLAD_2026_10498,Nashik,Supply of Benches to Public Park,VEND_1032,BANK_ACC_65392,192.168.1.199,1309480,1309480,18.537118,73.88447,2025-02-06,0,None
MPLAD_2026_10499,Satara,Drinking Water Pipeline Installation,VEND_1024,BANK_ACC_81426,192.168.1.94,754542,754542,18.44047,73.871918,2025-08-04,0,None
MPLAD_2026_10500,Thane,Installation of Solar Streetlights,VEND_1038,BANK_ACC_23396,192.168.1.223,603905,603905,18.580322,73.819963,2025-10-01,0,None
