project_id,state,district,parliamentary_constituency,implementing_agency,road_type,road_length_km,estimated_cost_lakh,actual_expenditure_lakh,planned_duration_days,actual_duration_days,project_start_date,project_completion_date,latitude,longitude,project_status,ground_truth_anomaly
MPLADS-RD-00443,Haryana,Karnal,Karnal,State PWD Division,State Highway Link,14.76,298.09,286.63,218,364,2023-04-09,2024-04-07,29.706316,76.94917,Delayed,0
MPLADS-RD-00444,Odisha,Ganjam,Berhampur,Panchayati Raj Engineering Department,State Highway Link,4.32,79.66,83.93,111,120,2023-03-13,2023-07-11,19.249757,84.836225,Completed,0
MPLADS-RD-00445,Uttarakhand,Haridwar,Haridwar,CPWD Division,Rural Link Road,1.93,3.76,3.95,74,94,2024-09-11,2024-12-14,29.946653,78.322696,Delayed,0
MPLADS-RD-00446,Maharashtra,Pune,Pune,Zilla Parishad,Urban Internal Road,1.93,20.32,20.1,58,46,2022-11-26,2023-01-11,18.521354,73.857744,Completed,0
MPLADS-RD-00447,Assam,Dibrugarh,Dibrugarh,Municipal Corporation,Village Road,1.01,2.86,2.86,45,45,2022-10-08,2022-11-22,27.372047,94.806947,Completed,0
MPLADS-RD-00448,Gujarat,Ahmedabad,Ahmedabad East,State PWD Division,District Road,8.77,95.57,100.96,131,150,2023-05-13,2023-10-10,22.98292,72.615716,Completed,0
MPLADS-RD-00449,Madhya Pradesh,Ujjain,Ujjain,CPWD Division,Rural Link Road,2.28,15.42,19.57,64,171,2024-05-18,2024-11-05,23.12646,75.88555,Delayed,1
MPLADS-RD-00450,Punjab,Patiala,Patiala,Zilla Parishad,Rural Link Road,1.57,5.96,6.66,51,55,2023-05-02,2023-06-26,30.381328,76.370929,Completed,0
MPLADS-RD-00451,Rajasthan,Bikaner,Bikaner,Block Development Office,State Highway Link,9.26,21.56,22.54,45,38,2020-05-14,2020-06-21,27.955392,73.361681,Delayed,1
MPLADS-RD-00452,Karnataka,Bengaluru Urban,Bangalore North,Block Development Office,State Highway Link,11.01,211.15,117.16,186,110,2023-02-09,,12.796197,77.550754,Ongoing,0
MPLADS-RD-00453,Haryana,Faridabad,Faridabad,Municipal Corporation,State Highway Link,4.44,76.39,82.94,79,82,2024-08-13,2024-11-03,28.405021,77.280553,Completed,0
MPLADS-RD-00454,Karnataka,Bengaluru Urban,Bangalore North,Zilla Parishad,Rural Link Road,3.68,30.79,15.22,67,53,2023-08-01,,12.926349,77.682535,Ongoing,0
MPLADS-RD-00455,Odisha,Cuttack,Cuttack,Panchayati Raj Engineering Department,Rural Link Road,4.23,25.73,17.49,91,37,2020-09-11,,20.459726,85.732154,Ongoing,0
MPLADS-RD-00456,Uttar Pradesh,Lucknow,Lucknow,State PWD Division,Urban Internal Road,1.06,13.19,12.01,52,74,2024-11-21,2025-02-03,26.899947,81.033023,Delayed,0
MPLADS-RD-00457,Karnataka,Kalaburagi,Gulbarga,CPWD Division,Urban Internal Road,1.46,13.35,13.62,46,62,2023-09-23,2023-11-24,17.323843,76.864802,Delayed,0
MPLADS-RD-00458,Gujarat,Vadodara,Vadodara,Zilla Parishad,District Road,9.42,76.5,154.89,123,51,2024-10-26,2024-12-27,22.368267,73.184958,Delayed,1
MPLADS-RD-00459,Maharashtra,Nagpur,Nagpur,District Rural Development Agency (DRDA),Village Road,2.83,12.25,6.28,96,43,2024-07-01,,21.207332,79.123795,Ongoing,0
MPLADS-RD-00460,Karnataka,Mysuru,Mysore,Zilla Parishad,District Road,2.84,28.24,27.92,84,108,2022-06-25,2022-10-11,12.236919,76.629014,Delayed,0
MPLADS-RD-00461,Rajasthan,Udaipur,Udaipur,District Rural Development Agency (DRDA),State Highway Link,4.51,122.57,115.08,80,85,2025-02-24,2025-05-20,24.709391,73.677642,Completed,0
MPLADS-RD-00462,Assam,Jorhat,Jorhat,Municipal Corporation,Rural Link Road,5.82,35.55,35.42,71,79,2020-02-04,2020-04-23,26.847561,94.382427,Completed,0
MPLADS-RD-00463,Kerala,Thrissur,Thrissur,Zilla Parishad,Village Road,0.88,2.09,2.23,46,45,2025-06-19,2025-08-03,10.505926,76.140081,Completed,0
MPLADS-RD-00464,Chhattisgarh,Durg,Durg,District Rural Development Agency (DRDA),State Highway Link,2.88,48.12,47.82,91,96,2019-06-24,2019-09-28,21.208757,81.322463,Completed,0
MPLADS-RD-00465,Punjab,Ludhiana,Ludhiana,Municipal Corporation,Urban Internal Road,0.63,8.88,7.72,46,61,2024-10-28,2024-12-28,30.886891,75.801958,Delayed,0
MPLADS-RD-00466,Kerala,Kozhikode,Kozhikode,Municipal Corporation,District Road,7.91,80.79,74.96,128,131,2021-03-25,2021-08-03,11.186072,75.710703,Completed,0
MPLADS-RD-00467,West Bengal,Howrah,Howrah,CPWD Division,Rural Link Road,5.51,31.56,32.86,97,119,2021-03-16,2021-07-13,22.617666,88.442707,Completed,0
MPLADS-RD-00468,Kerala,Kozhikode,Kozhikode,Block Development Office,District Road,7.93,71.38,68.02,120,161,2022-06-04,2022-11-12,11.299092,75.865322,Delayed,0
MPLADS-RD-00469,West Bengal,Kolkata,Kolkata Dakshin,Block Development Office,District Road,3.86,37.99,36.61,78,68,2024-02-16,2024-04-24,22.535953,88.425417,Completed,0
MPLADS-RD-00470,Assam,Jorhat,Jorhat,District Rural Development Agency (DRDA),Rural Link Road,0.93,4.75,4.49,51,55,2022-10-15,2022-12-09,26.689657,94.275715,Completed,0
MPLADS-RD-00471,Odisha,Cuttack,Cuttack,Rural Engineering Services,State Highway Link,13.36,226.48,240.24,214,234,2021-04-29,2021-12-19,20.430738,85.834056,Completed,0
MPLADS-RD-00472,Uttar Pradesh,Varanasi,Varanasi,Zilla Parishad,Rural Link Road,4.0,23.8,21.89,90,103,2020-03-30,2020-07-11,25.348378,82.868013,Completed,0
MPLADS-RD-00473,Odisha,Sambalpur,Sambalpur,Block Development Office,District Road,2.92,25.3,26.03,62,68,2023-09-24,2023-12-01,21.516947,83.950852,Completed,0
MPLADS-RD-00474,Haryana,Hisar,Hisar,District Rural Development Agency (DRDA),Village Road,1.46,6.97,7.4,62,68,2021-11-17,2022-01-24,29.121772,75.760075,Completed,0
MPLADS-RD-00475,Bihar,Gaya,Gaya,Municipal Corporation,State Highway Link,14.0,241.5,232.09,218,246,2019-11-17,2020-07-20,24.722855,85.022075,Delayed,0
MPLADS-RD-00476,Maharashtra,Kolhapur,Kolhapur,Block Development Office,State Highway Link,4.76,86.99,83.12,76,87,2022-09-13,2022-12-09,16.884434,74.243146,Completed,0
MPLADS-RD-00477,Maharashtra,Kolhapur,Kolhapur,CPWD Division,Village Road,0.83,2.33,2.44,45,48,2024-06-30,2024-08-17,16.621801,74.303336,Completed,0
MPLADS-RD-00478,Punjab,Patiala,Patiala,District Rural Development Agency (DRDA),State Highway Link,9.9,214.19,207.85,129,107,2021-11-17,2022-03-04,30.151436,76.370306,Completed,0
MPLADS-RD-00479,Odisha,Sambalpur,Sambalpur,District Rural Development Agency (DRDA),State Highway Link,8.21,181.96,138.29,114,80,2021-05-17,,21.491063,84.038075,Ongoing,0
MPLADS-RD-00480,Haryana,Faridabad,Faridabad,State PWD Division,District Road,1.56,12.22,10.95,59,85,2020-09-21,2020-12-15,28.471705,77.240834,Delayed,0
MPLADS-RD-00481,Odisha,Ganjam,Berhampur,CPWD Division,Urban Internal Road,2.34,40.08,39.7,55,61,2022-11-24,2023-01-24,19.363088,84.697779,Completed,0
MPLADS-RD-00482,Tamil Nadu,Coimbatore,Coimbatore,State PWD Division,Rural Link Road,3.51,17.68,7.33,92,45,2025-03-30,,11.083283,76.848426,Ongoing,0
MPLADS-RD-00483,Karnataka,Mysuru,Mysore,Panchayati Raj Engineering Department,Rural Link Road,4.55,23.56,24.59,112,108,2022-06-05,2022-09-21,12.269227,76.855719,Completed,0
MPLADS-RD-00484,Tamil Nadu,Coimbatore,Coimbatore,Municipal Corporation,State Highway Link,13.63,243.24,242.47,118,136,2023-04-25,2023-09-08,10.933332,76.921696,Completed,0
MPLADS-RD-00485,Gujarat,Vadodara,Vadodara,Block Development Office,State Highway Link,7.39,122.67,115.44,105,101,2020-01-08,2020-04-18,22.39523,73.235249,Completed,0
MPLADS-RD-00486,Uttar Pradesh,Lucknow,Lucknow,CPWD Division,Urban Internal Road,2.05,24.28,24.84,51,56,2023-11-23,2024-01-18,26.711783,80.880102,Completed,0
MPLADS-RD-00487,Telangana,Warangal,Warangal,District Rural Development Agency (DRDA),District Road,4.97,43.36,44.3,107,120,2023-07-03,2023-10-31,17.866248,79.474066,Completed,0
MPLADS-RD-00488,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,CPWD Division,State Highway Link,8.26,137.49,144.48,154,155,2020-02-17,2020-07-21,10.679259,78.6896,Completed,0
MPLADS-RD-00489,Kerala,Ernakulam,Ernakulam,Municipal Corporation,Rural Link Road,5.42,28.57,28.7,161,169,2022-08-07,2023-01-23,9.956167,76.23054,Completed,0
MPLADS-RD-00490,Madhya Pradesh,Jabalpur,Jabalpur,CPWD Division,Rural Link Road,2.5,15.24,16.32,80,88,2024-12-22,2025-03-20,23.058791,80.055506,Completed,0
MPLADS-RD-00491,Haryana,Faridabad,Faridabad,District Rural Development Agency (DRDA),Rural Link Road,2.03,11.92,6.56,68,52,2024-01-01,,28.398058,77.320725,Ongoing,0
MPLADS-RD-00492,Odisha,Khordha,Bhubaneswar,Zilla Parishad,Village Road,3.65,5.3,5.55,91,102,2023-12-25,2024-04-05,20.286918,85.951933,Delayed,0
MPLADS-RD-00493,West Bengal,Kolkata,Kolkata Dakshin,Zilla Parishad,District Road,8.95,82.04,86.41,128,126,2021-03-03,2021-07-07,22.523242,88.442794,Completed,0
MPLADS-RD-00494,West Bengal,Malda,Maldaha Uttar,Block Development Office,State Highway Link,2.31,44.36,40.2,60,64,2023-03-01,2023-05-04,25.043116,88.186337,Completed,0
MPLADS-RD-00495,Punjab,Jalandhar,Jalandhar,Zilla Parishad,State Highway Link,13.87,258.4,151.96,224,113,2025-01-18,,31.357365,75.657063,Ongoing,0
MPLADS-RD-00496,Assam,Kamrup Metropolitan,Guwahati,Rural Engineering Services,District Road,5.28,53.72,56.0,53,69,2021-02-12,2021-04-22,26.055536,91.80303,Delayed,0
MPLADS-RD-00497,Odisha,Cuttack,Cuttack,Municipal Corporation,Rural Link Road,1.48,9.81,9.78,56,59,2023-10-17,2023-12-15,20.535188,85.885487,Completed,0
MPLADS-RD-00498,Jharkhand,Dhanbad,Dhanbad,Rural Engineering Services,State Highway Link,3.79,55.21,55.32,102,112,2024-03-20,2024-07-10,23.854162,86.304637,Delayed,0
MPLADS-RD-00499,Punjab,Amritsar,Amritsar,Zilla Parishad,Village Road,3.98,16.56,11.78,112,83,2022-08-27,,31.770541,74.889596,Ongoing,0
MPLADS-RD-00500,Bihar,Bhagalpur,Bhagalpur,Zilla Parishad,State Highway Link,2.51,28.99,30.16,68,70,2025-06-03,2025-08-12,25.131006,87.059607,Delayed,0
